ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation,Specific_food_categories,preferred_activities,Travel_Preferences,Preferred_cuisines,Climate_preference
461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,B,"vegetarian,",tours,",","Chinese,","mild,"
463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,A,"cuisine,",cultural,"leisure,","Western,","mild,"
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,B,"seafood,",cultural,"business,",Middle,cold
459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,B,local,"hiking,",adventure,"Eastern,","mild,"
465143,Male,No,26,Yes,Engineer,0.0,Low,5.0,C,"vegetarian,",scuba,",","Indian,","hot,"
460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,B,"vegetarian,",scuba,"business,",Fusion,cold
467629,Male,Yes,50,Yes,Artist,1.0,Low,1.0,B,local,"shopping,","leisure,","Chinese,","mild,"
461720,Female,No,51,Yes,Artist,1.0,Low,1.0,B,spicy,tours,"leisure,","Eastern,","mild,"
460086,Male,Yes,50,No,Artist,1.0,Average,3.0,C,"cuisine,",tours,"business,","Chinese,","mild,"
465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,B,spicy,"shopping,",adventure,"Indian,","mild,"
467070,Male,Yes,40,No,Executive,5.0,Low,4.0,D,"food,",scuba,",","Chinese,","hot,"
463541,Female,No,26,No,Healthcare,0.0,Low,3.0,B,exotic,"diving,","business,","Chinese,",cold
462431,Male,No,32,No,Entertainment,9.0,Low,4.0,A,"vegetarian,","hiking,","leisure,","Indian,","warm,"
461387,Female,No,22,No,Healthcare,5.0,Low,3.0,D,"cuisine,",scuba,",","Chinese,","warm,"
461693,Female,Yes,36,Yes,Artist,1.0,Average,4.0,B,"food,",tours,",","Eastern,","mild,"
466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,A,"seafood,","hiking,","leisure,","Western,",cold
465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,A,local,cultural,",","Indian,","mild,"
459405,Female,Yes,81,No,Doctor,0.0,High,2.0,A,dishes,"shopping,",",",Middle,"warm,"
465989,Female,No,28,No,Healthcare,9.0,Low,2.0,D,spicy,cultural,adventure,Middle,"hot,"
465598,Male,No,28,Yes,Healthcare,6.0,Low,5.0,D,"vegetarian,","diving,","leisure,","Indian,","mild,"
466093,Male,No,52,Yes,Entertainment,1.0,Low,5.0,B,"seafood,",cultural,",","Chinese,","warm,"
462773,Female,Yes,40,Yes,Artist,4.0,Average,5.0,B,"food,","diving,","leisure,","Chinese,","mild,"
465763,Female,Yes,37,No,Artist,0.0,Average,2.0,D,spicy,tours,adventure,Middle,"hot,"
462958,Male,No,26,No,Marketing,1.0,Low,5.0,D,exotic,"shopping,","business,",Middle,"mild,"
467056,Female,No,31,No,Homemaker,8.0,Low,1.0,A,exotic,"shopping,",adventure,Fusion,cold
461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,C,"vegetarian,","diving,","leisure,","Eastern,","hot,"
464480,Male,Yes,42,Yes,Artist,1.0,Average,3.0,C,dishes,"surfing,",",","Chinese,","mild,"
461318,Female,Yes,56,Yes,Artist,1.0,Average,6.0,C,"vegetarian,",cultural,"leisure,",Fusion,cold
467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,A,dishes,tours,adventure,"Indian,","warm,"
464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,D,dishes,"diving,","business,",Fusion,cold
465427,Male,No,33,Yes,Artist,7.0,Low,1.0,A,"seafood,",scuba,adventure,Fusion,"warm,"
460652,Female,No,31,No,Homemaker,8.0,Low,1.0,D,"cuisine,","hiking,","leisure,","Indian,","mild,"
463642,Female,No,27,Yes,Healthcare,0.0,Low,3.0,B,"seafood,","shopping,",",","Chinese,","mild,"
462672,Male,No,25,No,Healthcare,7.0,Low,4.0,D,exotic,cultural,"leisure,","Indian,","warm,"
466112,Male,Yes,51,Yes,Entertainment,1.0,Average,2.0,B,"food,","shopping,",adventure,"Indian,","hot,"
459831,Male,Yes,37,No,Engineer,8.0,Average,3.0,D,exotic,"diving,","business,","Western,","hot,"
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,B,dishes,"hiking,",",","Eastern,","mild,"
462467,Female,Yes,45,No,Doctor,1.0,Low,1.0,A,"cuisine,",scuba,"leisure,",Middle,"hot,"
461469,Male,Yes,38,Yes,Artist,0.0,Low,2.0,C,"cuisine,",cultural,"leisure,",Fusion,"warm,"
467051,Female,No,19,No,Healthcare,0.0,Low,4.0,D,"cuisine,",cultural,"business,","Western,","warm,"
465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,D,"vegetarian,","shopping,","business,","Western,","mild,"
462491,Male,No,31,Yes,Artist,1.0,Low,5.0,C,"seafood,",cultural,adventure,Fusion,cold
460642,Male,No,19,No,Healthcare,13.0,Low,3.0,D,dishes,"surfing,","business,",Middle,"warm,"
460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,C,local,"hiking,",adventure,"Eastern,",cold
461108,Male,No,21,No,Healthcare,1.0,Low,4.0,D,"food,","surfing,","leisure,","Western,","warm,"
463329,Male,No,23,No,Healthcare,0.0,Low,6.0,D,exotic,tours,",",Middle,"warm,"
466153,Male,Yes,65,No,Entertainment,0.0,Average,2.0,C,"vegetarian,","diving,","leisure,","Chinese,","mild,"
467027,Male,No,31,No,Executive,4.0,Low,5.0,D,"cuisine,","shopping,",",","Chinese,","warm,"
466710,Female,Yes,73,No,Artist,1.0,High,2.0,C,"seafood,",tours,"leisure,",Fusion,"mild,"
465616,Male,Yes,42,Yes,Doctor,9.0,Low,2.0,C,local,"diving,",",",Middle,"hot,"
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,B,"seafood,","shopping,",",",Middle,"hot,"
465779,Female,No,19,No,Healthcare,0.0,Low,5.0,D,"vegetarian,","diving,","business,",Middle,"hot,"
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,D,dishes,cultural,"business,","Western,","hot,"
463575,Female,No,28,Yes,Entertainment,0.0,Low,3.0,D,spicy,"surfing,",adventure,Middle,"hot,"
466075,Female,Yes,50,Yes,Engineer,1.0,Average,4.0,B,spicy,scuba,adventure,"Western,","mild,"
461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,C,dishes,tours,"business,","Eastern,",cold
460783,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,B,spicy,"surfing,",",","Chinese,",cold
465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,A,"cuisine,","shopping,","business,","Chinese,","hot,"
462781,Male,No,50,No,Marketing,1.0,Low,2.0,C,"vegetarian,",scuba,adventure,Middle,"warm,"
466020,Male,Yes,83,No,Lawyer,0.0,Low,1.0,D,local,"surfing,","business,",Middle,"hot,"
461502,Female,No,37,Yes,Artist,9.0,Low,1.0,B,"food,",cultural,adventure,"Western,","mild,"
463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,A,dishes,"diving,","leisure,",Middle,"hot,"
466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,C,local,"shopping,",adventure,"Chinese,","hot,"
460552,Male,Yes,61,Yes,Artist,0.0,Low,2.0,C,"food,","diving,",adventure,"Western,",cold
459345,Female,Yes,39,Yes,Artist,3.0,Low,1.0,B,"cuisine,","diving,",adventure,Fusion,cold
464256,Male,Yes,40,Yes,Artist,0.0,Low,2.0,C,spicy,scuba,adventure,Fusion,"hot,"
467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,B,"cuisine,","surfing,","leisure,",Middle,"hot,"
462571,Male,Yes,50,Yes,Healthcare,1.0,Average,1.0,D,local,"diving,","leisure,",Middle,"hot,"
463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,D,"seafood,",tours,adventure,"Indian,",cold
460152,Female,No,53,Yes,Artist,1.0,Low,1.0,C,"food,",tours,",",Fusion,cold
459587,Female,No,32,Yes,Artist,7.0,Low,3.0,A,dishes,"hiking,","business,",Middle,"mild,"
460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,D,"vegetarian,","surfing,","leisure,",Middle,"hot,"
465426,Male,No,30,No,Healthcare,0.0,Low,4.0,B,"seafood,",tours,",","Eastern,",cold
461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,A,"seafood,",cultural,",",Fusion,"warm,"
460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,A,spicy,scuba,",",Middle,"warm,"
466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,C,"cuisine,","diving,",",",Fusion,"hot,"
462168,Male,Yes,37,Yes,Executive,1.0,High,3.0,B,exotic,"shopping,","business,","Western,","mild,"
465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,C,"cuisine,",scuba,adventure,Fusion,"mild,"
463501,Male,Yes,52,Yes,Executive,0.0,High,2.0,C,local,scuba,",","Indian,",cold
459726,Male,Yes,79,No,Lawyer,0.0,High,2.0,B,spicy,"surfing,",adventure,"Indian,","warm,"
463516,Male,Yes,47,No,Executive,1.0,High,6.0,C,local,"shopping,","leisure,",Fusion,"warm,"
463359,Male,No,23,No,Healthcare,1.0,Low,4.0,D,spicy,"hiking,","leisure,","Western,",cold
463488,Female,No,29,No,Engineer,9.0,Low,4.0,A,"seafood,",scuba,",",Middle,"warm,"
465872,Female,No,33,Yes,Engineer,10.0,Low,1.0,A,local,"surfing,",",",Middle,"mild,"
460588,Male,No,21,No,Healthcare,0.0,Low,4.0,D,spicy,tours,"leisure,","Eastern,","warm,"
460236,Male,No,18,No,Healthcare,8.0,Low,4.0,D,"food,","hiking,",adventure,Middle,"hot,"
460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,C,"cuisine,","diving,","business,",Middle,"mild,"
459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,C,"food,",scuba,"leisure,","Indian,",cold
466953,Male,Yes,42,Yes,Artist,2.0,Average,2.0,B,dishes,"hiking,",",","Western,","hot,"
459086,Female,No,28,No,Healthcare,1.0,Low,2.0,B,spicy,"hiking,","business,",Middle,"warm,"
460827,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,D,"cuisine,","surfing,","business,","Western,","mild,"
464272,Male,No,30,Yes,Artist,9.0,Low,2.0,A,dishes,scuba,"leisure,",Fusion,"hot,"
461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,D,local,cultural,"leisure,",Fusion,"mild,"
467302,Male,No,26,Yes,Executive,9.0,Low,4.0,D,"seafood,","diving,","leisure,","Eastern,",cold
461935,Male,Yes,51,Yes,Artist,1.0,Low,3.0,C,"cuisine,","hiking,","business,",Fusion,cold
459089,Male,No,19,No,Artist,9.0,Low,7.0,B,exotic,"diving,","leisure,","Eastern,","warm,"
462365,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,B,"cuisine,","diving,",",","Western,",cold
459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,A,"cuisine,",cultural,",",Middle,"mild,"
467332,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,B,"seafood,",scuba,",",Fusion,"warm,"
460443,Female,No,38,Yes,Doctor,0.0,Low,1.0,A,spicy,tours,"leisure,","Indian,","warm,"
462195,Female,No,21,No,Healthcare,0.0,Low,4.0,D,"food,",tours,"leisure,",Fusion,"warm,"
466228,Male,Yes,80,No,Lawyer,0.0,Low,1.0,B,exotic,"shopping,",",","Indian,","warm,"
467589,Male,No,33,No,Entertainment,1.0,Low,1.0,D,exotic,"hiking,","leisure,",Middle,"warm,"
466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,C,"cuisine,","diving,",adventure,"Chinese,","warm,"
466452,Female,No,33,Yes,Engineer,0.0,Low,3.0,D,dishes,"shopping,",adventure,Middle,"mild,"
467074,Female,No,31,No,Healthcare,1.0,Low,4.0,C,"seafood,","shopping,",",","Western,",cold
464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,C,"seafood,",scuba,"business,","Chinese,",cold
462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,D,exotic,"diving,",adventure,Middle,"mild,"
465970,Female,Yes,38,No,Artist,1.0,Low,1.0,B,"food,","shopping,","business,","Western,","warm,"
460094,Female,No,39,Yes,Artist,0.0,Low,1.0,A,"cuisine,","hiking,",adventure,Middle,"warm,"
467428,Female,Yes,46,Yes,Entertainment,2.0,Average,2.0,B,spicy,"shopping,",",","Western,",cold
465623,Male,Yes,41,Yes,Artist,8.0,Average,2.0,C,"cuisine,","shopping,","business,","Western,","hot,"
467516,Female,Yes,31,No,Artist,0.0,High,3.0,A,"food,","shopping,",adventure,Fusion,"hot,"
462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,C,spicy,"shopping,","leisure,",Fusion,"hot,"
462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,B,spicy,"surfing,",adventure,Fusion,cold
461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,A,exotic,tours,"business,",Fusion,"mild,"
465964,Female,Yes,47,No,Marketing,2.0,Low,1.0,D,exotic,"hiking,",",",Middle,"warm,"
460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,D,"food,",cultural,"business,",Middle,cold
466787,Female,Yes,33,Yes,Doctor,0.0,Low,2.0,A,"cuisine,",scuba,adventure,"Western,",cold
467256,Male,No,33,No,Healthcare,0.0,Low,4.0,B,"seafood,",scuba,"leisure,","Eastern,",cold
466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,A,"seafood,","diving,",adventure,"Indian,","hot,"
466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,B,"seafood,","shopping,",adventure,Fusion,"hot,"
459679,Female,No,21,No,Entertainment,1.0,Low,4.0,D,dishes,"surfing,",adventure,"Western,",cold
465930,Female,No,36,Yes,Artist,9.0,Low,2.0,A,"cuisine,",cultural,",","Western,","warm,"
460175,Female,No,28,No,Artist,0.0,Low,5.0,C,exotic,"hiking,",",","Chinese,","hot,"
466725,Female,Yes,89,No,Lawyer,0.0,High,2.0,A,local,"shopping,","leisure,","Western,","mild,"
465095,Male,Yes,48,Yes,Executive,1.0,High,4.0,C,"seafood,",scuba,adventure,"Eastern,",cold
465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,C,local,"shopping,","business,",Middle,"warm,"
463213,Female,No,18,No,Healthcare,3.0,Low,4.0,D,"seafood,","surfing,",adventure,Fusion,"warm,"
467653,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,C,spicy,"surfing,",",","Chinese,",cold
463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,A,"vegetarian,","hiking,","business,",Fusion,"hot,"
461289,Male,No,22,No,Healthcare,0.0,Low,3.0,D,"seafood,",tours,adventure,"Western,","hot,"
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,B,"vegetarian,",tours,",","Indian,","warm,"
462363,Male,Yes,73,No,Executive,0.0,High,2.0,D,"seafood,",cultural,"business,","Eastern,","warm,"
461509,Male,Yes,40,Yes,Artist,1.0,Average,3.0,B,exotic,"shopping,","business,",Middle,"hot,"
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,B,spicy,"diving,","leisure,","Indian,",cold
460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,D,spicy,cultural,"leisure,","Chinese,","mild,"
459303,Male,Yes,55,Yes,Artist,0.0,Low,1.0,B,"vegetarian,",cultural,"business,","Chinese,","warm,"
462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,A,"cuisine,","shopping,","business,","Eastern,",cold
464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,C,exotic,scuba,"business,","Eastern,",cold
465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,C,local,"surfing,",adventure,"Western,",cold
467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,A,local,"shopping,","leisure,",Middle,cold
466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,C,"seafood,","diving,","leisure,","Western,","hot,"
467176,Male,No,27,No,Healthcare,1.0,Low,3.0,A,"seafood,",tours,",","Eastern,","warm,"
459400,Female,Yes,84,No,Lawyer,0.0,High,2.0,B,local,scuba,",","Indian,","hot,"
460320,Male,No,26,No,Artist,11.0,Low,4.0,C,"cuisine,","diving,",adventure,Fusion,"mild,"
466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,A,local,"surfing,",adventure,"Western,","hot,"
467028,Male,No,27,Yes,Artist,0.0,Low,1.0,D,"seafood,","hiking,","leisure,","Chinese,",cold
464827,Female,Yes,46,No,Entertainment,9.0,Average,5.0,D,"food,",tours,"leisure,",Middle,"warm,"
464501,Female,No,25,No,Healthcare,1.0,Low,3.0,A,dishes,scuba,adventure,"Western,","warm,"
463715,Female,No,32,No,Artist,3.0,Low,4.0,C,"seafood,","surfing,","leisure,",Fusion,cold
461028,Female,No,21,No,Healthcare,6.0,Low,4.0,D,"seafood,",tours,"leisure,","Eastern,","warm,"
466766,Male,Yes,73,Yes,Lawyer,1.0,High,4.0,C,exotic,"diving,","leisure,","Western,","mild,"
462475,Male,Yes,35,Yes,Artist,0.0,Average,2.0,B,"food,","shopping,","business,","Chinese,","mild,"
465770,Male,No,52,Yes,Artist,1.0,Low,1.0,B,"food,",tours,"leisure,","Western,","hot,"
466823,Male,Yes,40,Yes,Artist,1.0,Low,2.0,B,spicy,"surfing,","business,","Western,","hot,"
467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,A,"vegetarian,","hiking,","business,","Chinese,",cold
464080,Female,No,41,Yes,Artist,1.0,Low,2.0,C,"cuisine,",scuba,"business,",Fusion,"hot,"
466503,Male,Yes,45,Yes,Artist,7.0,Average,5.0,B,spicy,"hiking,",adventure,Middle,"hot,"
461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,A,"vegetarian,","diving,","leisure,","Western,","hot,"
461447,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,C,spicy,cultural,"leisure,","Eastern,","hot,"
459982,Male,No,39,Yes,Entertainment,9.0,Low,2.0,A,spicy,cultural,adventure,"Western,",cold
463316,Female,Yes,89,No,Lawyer,0.0,High,2.0,A,"seafood,",tours,",",Middle,"mild,"
466758,Male,Yes,45,Yes,Doctor,0.0,Low,1.0,A,"food,","hiking,","business,","Chinese,",cold
464307,Female,Yes,50,Yes,Artist,1.0,Average,2.0,C,"vegetarian,",tours,",","Eastern,","mild,"
461344,Male,Yes,43,No,Healthcare,6.0,High,2.0,B,"vegetarian,",scuba,",","Western,","mild,"
463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,B,local,"surfing,",",",Middle,cold
464324,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,D,dishes,scuba,"business,",Fusion,"warm,"
459288,Male,Yes,41,Yes,Artist,1.0,Low,2.0,A,"seafood,","shopping,","leisure,","Chinese,","mild,"
460050,Male,Yes,50,Yes,Entertainment,3.0,Low,2.0,A,dishes,cultural,"business,","Western,","warm,"
464994,Male,Yes,56,Yes,Executive,8.0,High,5.0,C,"cuisine,","surfing,",adventure,"Chinese,","mild,"
464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,A,local,"surfing,","leisure,","Western,","warm,"
463165,Female,Yes,72,Yes,Doctor,1.0,Average,2.0,A,spicy,cultural,"leisure,",Middle,"warm,"
465981,Male,No,28,No,Artist,0.0,Low,2.0,A,spicy,tours,"leisure,","Indian,","mild,"
465281,Female,Yes,27,Yes,Artist,8.0,Average,2.0,C,exotic,cultural,"leisure,",Fusion,"hot,"
463781,Female,No,32,No,Healthcare,2.0,Low,4.0,D,spicy,scuba,",",Fusion,"hot,"
466569,Female,No,20,No,Doctor,9.0,Low,4.0,A,dishes,tours,",","Indian,",cold
466547,Male,Yes,45,Yes,Executive,1.0,Low,5.0,B,dishes,"diving,",",",Fusion,cold
464631,Male,No,59,Yes,Artist,1.0,Low,2.0,C,local,"shopping,",adventure,Fusion,"warm,"
465957,Female,No,46,Yes,Marketing,1.0,Low,1.0,D,"food,","diving,",",",Fusion,cold
459848,Male,Yes,46,Yes,Artist,1.0,Average,3.0,C,local,tours,"business,","Chinese,","mild,"
461642,Male,No,41,Yes,Artist,9.0,Low,2.0,A,exotic,"diving,","business,","Western,","hot,"
467259,Male,Yes,70,Yes,Lawyer,1.0,High,2.0,B,"vegetarian,",tours,"business,","Indian,","mild,"
463439,Male,Yes,42,Yes,Artist,9.0,Average,3.0,B,"food,",tours,"business,",Middle,"warm,"
464764,Female,Yes,60,No,Engineer,1.0,High,9.0,A,"vegetarian,","hiking,",",","Eastern,",cold
467073,Male,No,37,Yes,Engineer,9.0,Low,1.0,D,"vegetarian,","diving,","business,","Indian,",cold
460480,Male,No,18,No,Healthcare,0.0,Low,7.0,D,local,"diving,","leisure,","Indian,","hot,"
464419,Male,Yes,52,Yes,Artist,1.0,Average,3.0,C,local,scuba,",","Chinese,","warm,"
463686,Female,No,32,No,Artist,2.0,Low,4.0,A,spicy,"hiking,","leisure,","Western,",cold
459411,Male,Yes,74,No,Lawyer,8.0,Low,1.0,A,dishes,scuba,",","Eastern,","mild,"
463774,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0,A,"vegetarian,","shopping,","business,","Chinese,","mild,"
463671,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,C,spicy,cultural,"leisure,","Eastern,","warm,"
466986,Male,Yes,45,No,Entertainment,1.0,Average,3.0,B,exotic,cultural,adventure,Fusion,"warm,"
465508,Male,No,22,No,Healthcare,1.0,Low,4.0,D,dishes,cultural,",",Fusion,"hot,"
465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,B,exotic,scuba,"leisure,","Chinese,","hot,"
464001,Male,Yes,59,Yes,Artist,0.0,Average,2.0,C,"cuisine,",cultural,"leisure,","Western,",cold
459483,Male,Yes,55,Yes,Artist,1.0,Average,2.0,A,"cuisine,","surfing,",",","Indian,","mild,"
466013,Male,No,22,No,Healthcare,2.0,Low,3.0,D,local,cultural,"leisure,","Chinese,",cold
466490,Female,Yes,84,No,Lawyer,0.0,High,2.0,B,spicy,"shopping,","leisure,",Fusion,"hot,"
463665,Male,Yes,50,Yes,Entertainment,0.0,Average,3.0,C,"cuisine,","diving,","leisure,","Western,","mild,"
463459,Male,Yes,73,Yes,Artist,5.0,High,3.0,C,local,cultural,"business,","Indian,","warm,"
462756,Female,No,23,No,Engineer,1.0,Low,4.0,B,"cuisine,",scuba,"leisure,",Fusion,"hot,"
463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,D,"vegetarian,",scuba,"leisure,","Western,","mild,"
463543,Male,No,18,No,Healthcare,1.0,Low,4.0,D,"vegetarian,",tours,"leisure,","Indian,","mild,"
462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,B,"seafood,",cultural,"leisure,","Western,","warm,"
461876,Male,No,32,Yes,Entertainment,9.0,Low,2.0,D,"vegetarian,","shopping,",",","Indian,",cold
462135,Female,No,36,Yes,Healthcare,6.0,Low,3.0,D,"vegetarian,","hiking,",adventure,"Chinese,","warm,"
458998,Male,Yes,37,No,Doctor,9.0,Low,2.0,D,"vegetarian,","surfing,",",","Chinese,","warm,"
466432,Male,No,42,Yes,Entertainment,1.0,Low,1.0,A,"seafood,","hiking,","leisure,","Eastern,","mild,"
460389,Female,Yes,42,Yes,Healthcare,9.0,Average,2.0,D,dishes,"hiking,",",",Middle,"mild,"
460663,Female,No,33,No,Homemaker,9.0,Low,1.0,D,spicy,cultural,",",Fusion,cold
467771,Female,Yes,59,Yes,Artist,0.0,Average,5.0,C,spicy,tours,"business,","Indian,","mild,"
462084,Male,Yes,70,Yes,Artist,1.0,Low,1.0,B,"food,",cultural,",",Middle,"mild,"
463621,Male,Yes,53,No,Entertainment,1.0,Low,1.0,A,"cuisine,",scuba,adventure,"Western,","hot,"
467021,Female,Yes,80,No,Lawyer,1.0,High,2.0,D,exotic,tours,"business,","Western,","mild,"
467563,Male,Yes,39,Yes,Artist,0.0,Average,2.0,C,"cuisine,",tours,adventure,"Indian,","mild,"
467306,Female,Yes,58,Yes,Artist,0.0,Average,5.0,C,local,cultural,adventure,"Eastern,","warm,"
464865,Female,No,30,No,Homemaker,8.0,Low,9.0,A,spicy,"hiking,","leisure,",Fusion,"hot,"
463585,Female,No,23,No,Healthcare,0.0,Low,3.0,D,"food,","shopping,",adventure,"Indian,","mild,"
466186,Male,Yes,59,Yes,Artist,9.0,Average,4.0,C,"cuisine,",tours,"leisure,",Middle,"warm,"
459619,Female,Yes,56,Yes,Doctor,0.0,Low,2.0,D,"cuisine,",scuba,",","Western,","mild,"
466699,Female,Yes,40,Yes,Artist,8.0,Low,1.0,B,local,"surfing,",",",Fusion,"hot,"
465517,Female,Yes,68,Yes,Artist,1.0,Low,2.0,A,local,"diving,","leisure,",Middle,"hot,"
459237,Male,No,29,Yes,Artist,1.0,Low,6.0,A,local,"diving,",adventure,Fusion,"mild,"
461757,Female,Yes,55,Yes,Artist,1.0,Average,3.0,C,"food,",cultural,adventure,"Eastern,","mild,"
466309,Male,No,21,No,Healthcare,1.0,Low,4.0,D,"vegetarian,","surfing,","business,","Chinese,","mild,"
466532,Female,No,19,No,Engineer,1.0,Low,4.0,D,dishes,"surfing,","business,","Chinese,",cold
460832,Female,Yes,41,No,Healthcare,1.0,Average,4.0,D,dishes,"surfing,",adventure,Middle,"warm,"
461531,Male,No,41,Yes,Artist,4.0,Low,1.0,A,exotic,cultural,"leisure,","Eastern,","warm,"
467304,Male,No,33,No,Doctor,1.0,Low,2.0,C,"food,","diving,","business,","Indian,",cold
461463,Male,No,41,Yes,Artist,6.0,Low,1.0,B,"food,",tours,adventure,"Indian,","hot,"
464566,Male,Yes,35,Yes,Executive,0.0,High,4.0,A,spicy,"diving,","business,","Indian,","warm,"
462070,Male,Yes,41,Yes,Entertainment,9.0,Average,2.0,B,"seafood,","hiking,",adventure,"Indian,","warm,"
466554,Male,No,26,No,Healthcare,0.0,Low,3.0,D,local,"diving,",",",Middle,"warm,"
462793,Male,Yes,42,No,Executive,3.0,High,5.0,B,dishes,scuba,adventure,"Western,","warm,"
465657,Female,Yes,53,Yes,Artist,0.0,Average,2.0,C,local,"hiking,",adventure,Fusion,"hot,"
460530,Female,Yes,33,Yes,Entertainment,3.0,Average,3.0,D,local,"shopping,",",","Western,","mild,"
464045,Male,Yes,39,Yes,Artist,0.0,Low,2.0,C,spicy,cultural,"leisure,","Chinese,","mild,"
462905,Female,No,25,No,Artist,6.0,Low,3.0,C,local,scuba,"leisure,",Middle,"warm,"
466254,Male,No,40,Yes,Entertainment,0.0,Low,2.0,A,dishes,"diving,","leisure,",Fusion,cold
460617,Female,No,22,No,Healthcare,0.0,Low,4.0,D,dishes,cultural,adventure,"Indian,","mild,"
465468,Female,Yes,37,Yes,Artist,1.0,Average,2.0,C,exotic,scuba,"business,",Middle,"hot,"
466125,Female,Yes,65,Yes,Artist,0.0,Low,2.0,B,"food,","shopping,","leisure,","Western,",cold
465207,Male,Yes,49,Yes,Artist,0.0,Average,2.0,C,"seafood,",cultural,"leisure,","Indian,","hot,"
463332,Female,Yes,38,Yes,Engineer,1.0,Low,2.0,C,"seafood,","surfing,",adventure,"Indian,","warm,"
459924,Female,Yes,65,Yes,Artist,0.0,Average,2.0,C,"vegetarian,","shopping,",",",Fusion,"warm,"
466375,Male,Yes,52,Yes,Entertainment,1.0,Low,4.0,C,"cuisine,",tours,",",Fusion,"warm,"
462951,Male,Yes,73,Yes,Lawyer,2.0,Low,1.0,D,local,"hiking,","leisure,","Western,","hot,"
465654,Female,No,48,Yes,Engineer,1.0,Low,1.0,B,"food,",cultural,",",Middle,"mild,"
460987,Male,No,25,Yes,Doctor,8.0,Low,2.0,D,"seafood,","diving,","leisure,","Chinese,","hot,"
